"iteration","modelnum","model","random_slope","formula","snp","aic_qic","converged","interaction","beta","p"
945,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25207.3627852457,0,"snp:age","-0.0098 (-0.011 - -0.009)",1.1e-117
945,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25218.7197673199,0,"snp:age","-0.0098 (-0.011 - -0.0089)",1.7e-105
945,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25218.7197673199,0,"snp:time","-0.0021 (-0.0076 - 0.0033)",0.45
945,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26014.3988739339,1,"snp:time","-0.02 (-0.026 - -0.015)",4.4e-14
945,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26373.4363909489,0,"snp:time","-0.0096 (-0.015 - -0.0043)",0.00036
945,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26208.5665372686,1,"snp:time","-0.0073 (-0.013 - -0.0021)",0.0065
945,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26178.120442801,1,"snp:age","-0.0037 (-0.0049 - -0.0026)",2.3e-10
945,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26345.7296745002,1,"snp:age","-0.0032 (-0.0041 - -0.0022)",3.6e-11
945,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26355.5527843137,1,"snp:age","-0.0029 (-0.0039 - -0.0019)",8.3e-09
945,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26355.5527843137,1,"snp:time","-0.0041 (-0.0097 - 0.0015)",0.15
945,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",26665.7239732831,1,"snp:time","-0.0092 (-0.014 - -0.0039)",7e-04
946,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25995.9666575024,1,"snp:time","-0.019 (-0.024 - -0.013)",1.4e-11
946,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25995.8963378714,1,"snp:time","-0.013 (-0.018 - -0.0073)",3.3e-06
946,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25417.7150872483,1,"snp:age","-0.01 (-0.011 - -0.0094)",8.7e-123
946,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25415.9156247085,1,"snp:age","-0.01 (-0.011 - -0.0095)",7.1e-139
946,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25427.7458222413,1,"snp:age","-0.01 (-0.011 - -0.0094)",6.5e-129
946,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25427.7458222413,1,"snp:time","0.00073 (-0.0048 - 0.0063)",0.8
946,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26328.1983674149,1,"snp:time","-0.019 (-0.025 - -0.014)",8e-12
946,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26942.7321863483,1,"snp:time","-0.0021 (-0.0074 - 0.0033)",0.46
946,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26639.8332080928,1,"snp:time","-0.00041 (-0.0057 - 0.0049)",0.88
946,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26584.1691408227,1,"snp:age","-0.0033 (-0.0043 - -0.0023)",6.9e-11
946,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26900.4868154067,1,"snp:age","-0.0033 (-0.0042 - -0.0023)",9.8e-12
946,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26909.9443833161,1,"snp:age","-0.0035 (-0.0045 - -0.0025)",4.1e-12
946,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26909.9443833161,1,"snp:time","0.0045 (-0.0012 - 0.01)",0.12
946,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27248.0479634561,1,"snp:time","-0.0019 (-0.0074 - 0.0036)",0.5
947,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26260.5299527287,1,"snp:time","-0.021 (-0.026 - -0.016)",6.2e-14
947,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26300.2188140982,1,"snp:time","-0.016 (-0.021 - -0.011)",2.2e-09
947,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25954.5379141207,1,"snp:age","-0.01 (-0.011 - -0.0093)",6.7e-75
947,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25754.5971452634,1,"snp:age","-0.01 (-0.011 - -0.0094)",9.1e-125
947,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25765.8726712413,1,"snp:age","-0.01 (-0.011 - -0.0093)",4.6e-113
947,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25765.8726712413,1,"snp:time","-0.0022 (-0.0079 - 0.0035)",0.45
947,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26582.2965009689,1,"snp:time","-0.021 (-0.027 - -0.016)",1e-13
947,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27119.1873309303,1,"snp:time","-0.0064 (-0.012 - -0.00089)",0.023
947,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26870.1503292614,1,"snp:time","-0.0047 (-0.01 - 0.00057)",0.08
947,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26952.6911275492,1,"snp:age","-0.0042 (-0.0053 - -0.003)",5e-13
947,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27056.957799077,1,"snp:age","-0.0042 (-0.0052 - -0.0032)",3.6e-17
947,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27068.4673037209,0,"snp:age","-0.0043 (-0.0054 - -0.0033)",4.5e-16
947,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27068.4673037209,0,"snp:time","0.0016 (-0.0042 - 0.0074)",0.59
947,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27433.6430128931,1,"snp:time","-0.0061 (-0.012 - -0.00045)",0.034
948,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25827.2148574888,0,"snp:time","-0.016 (-0.021 - -0.011)",3.7e-09
948,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25784.9375856827,1,"snp:time","-0.014 (-0.019 - -0.0083)",4.2e-07
948,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25388.1415360371,1,"snp:age","-0.01 (-0.011 - -0.0092)",6.8e-94
948,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25387.9061756058,0,"snp:age","-0.01 (-0.011 - -0.0092)",2.2e-106
948,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25398.4504623987,0,"snp:age","-0.01 (-0.011 - -0.0093)",1e-98
948,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25398.4504623987,0,"snp:time","0.0033 (-0.0022 - 0.0088)",0.24
948,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26078.727022129,0,"snp:time","-0.016 (-0.021 - -0.01)",7.3e-09
948,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26507.7324673711,0,"snp:time","-0.0059 (-0.011 - -0.00063)",0.028
948,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26404.8894160422,1,"snp:time","-0.0045 (-0.0098 - 0.00076)",0.093
948,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26227.2808647675,1,"snp:age","-0.0031 (-0.0041 - -0.002)",7.2e-09
948,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26467.0449563098,0,"snp:age","-0.0036 (-0.0046 - -0.0026)",2.8e-12
948,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26478.8023470656,0,"snp:age","-0.0037 (-0.0048 - -0.0026)",3.1e-11
948,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26478.8023470656,0,"snp:time","0.00096 (-0.0047 - 0.0066)",0.74
948,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",26727.9754403633,0,"snp:time","-0.0058 (-0.011 - -5e-04)",0.032
949,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26133.168206486,1,"snp:time","-0.018 (-0.024 - -0.013)",1.2e-11
949,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26146.5159446593,1,"snp:time","-0.014 (-0.019 - -0.0082)",5.5e-07
949,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25632.1864862222,1,"snp:age","-0.01 (-0.011 - -0.0095)",9e-109
949,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25629.3904233002,1,"snp:age","-0.01 (-0.011 - -0.0095)",1.8e-122
949,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25641.1467722404,1,"snp:age","-0.01 (-0.011 - -0.0095)",1.9e-112
949,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25641.1467722404,1,"snp:time","0.0011 (-0.0045 - 0.0066)",0.71
949,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26455.0020724125,1,"snp:time","-0.019 (-0.025 - -0.014)",4.3e-12
949,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27058.3849069755,1,"snp:time","-0.0059 (-0.011 - -0.00056)",0.03
949,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26934.1447983161,1,"snp:time","-0.0034 (-0.0087 - 0.002)",0.21
949,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26897.2886368805,1,"snp:age","-0.0039 (-0.0051 - -0.0027)",3.8e-10
949,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27009.7243226741,1,"snp:age","-0.0039 (-0.0049 - -0.0029)",5e-14
949,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27021.2605956135,1,"snp:age","-0.004 (-0.0051 - -0.0029)",4.8e-13
949,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27021.2605956135,1,"snp:time","0.0016 (-0.0041 - 0.0073)",0.58
949,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27366.112544891,1,"snp:time","-0.0061 (-0.012 - -0.00059)",0.03
950,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26254.1426335512,1,"snp:time","-0.019 (-0.024 - -0.013)",5.5e-12
950,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26303.5059697131,1,"snp:time","-0.014 (-0.02 - -0.0091)",1e-07
950,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25846.1542652095,1,"snp:age","-0.0092 (-0.01 - -0.0083)",5.6e-88
950,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25827.3639461009,1,"snp:age","-0.0092 (-0.01 - -0.0084)",1.1e-105
950,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25838.8494530861,1,"snp:age","-0.0091 (-0.0099 - -0.0083)",1e-95
950,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25838.8494530861,1,"snp:time","-0.0018 (-0.0073 - 0.0037)",0.51
950,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26590.4674309761,1,"snp:time","-0.019 (-0.024 - -0.014)",4.7e-12
950,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27402.2134221142,0,"snp:time","-0.0048 (-0.01 - 0.00053)",0.078
950,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",27262.4667628019,1,"snp:time","-0.003 (-0.0083 - 0.0024)",0.28
950,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",27236.8274607293,1,"snp:age","-0.0032 (-0.0043 - -0.002)",5e-08
950,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27373.9481966263,0,"snp:age","-0.003 (-0.004 - -0.002)",3.8e-09
950,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27385.7144979839,0,"snp:age","-0.0031 (-0.0041 - -0.002)",1.8e-08
950,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27385.7144979839,0,"snp:time","0.00086 (-0.0048 - 0.0065)",0.77
950,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27688.2383869036,1,"snp:time","-0.0055 (-0.011 - -0.00011)",0.045
951,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26199.1067425362,1,"snp:time","-0.018 (-0.023 - -0.013)",2.6e-11
951,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26231.1156419254,1,"snp:time","-0.012 (-0.018 - -0.007)",5.2e-06
951,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25711.6359116642,1,"snp:age","-0.01 (-0.011 - -0.0092)",2.4e-107
951,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25709.8260541299,1,"snp:age","-0.01 (-0.011 - -0.0092)",9e-119
951,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25721.5832443088,1,"snp:age","-0.01 (-0.011 - -0.0092)",2.8e-109
951,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25721.5832443088,1,"snp:time","0.0011 (-0.0045 - 0.0066)",0.7
951,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26554.349735908,1,"snp:time","-0.018 (-0.024 - -0.013)",7.1e-11
951,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26719.4539890314,1,"snp:time","-0.0065 (-0.012 - -0.0012)",0.017
951,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26564.9740091149,1,"snp:time","-0.0046 (-0.0099 - 7e-04)",0.089
951,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26383.3767960001,1,"snp:age","-0.0033 (-0.0043 - -0.0023)",1.7e-11
951,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26681.4992975474,1,"snp:age","-0.0033 (-0.0043 - -0.0024)",6.6e-12
951,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26693.3484223813,1,"snp:age","-0.0033 (-0.0043 - -0.0023)",1.2e-10
951,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26693.3484223813,1,"snp:time","-0.00028 (-0.0059 - 0.0054)",0.92
951,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27048.8375899137,1,"snp:time","-0.0073 (-0.013 - -0.0018)",0.0092
952,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26092.1438680702,1,"snp:time","-0.02 (-0.025 - -0.015)",2.6e-13
952,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26080.6158618146,1,"snp:time","-0.016 (-0.021 - -0.01)",6.8e-09
952,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25576.4187572524,1,"snp:age","-0.01 (-0.011 - -0.0095)",9.6e-113
952,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25574.3581725144,1,"snp:age","-0.01 (-0.011 - -0.0095)",1.1e-126
952,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25586.1611484991,1,"snp:age","-0.01 (-0.011 - -0.0094)",3.1e-115
952,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25586.1611484991,1,"snp:time","-9e-04 (-0.0064 - 0.0046)",0.75
952,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26412.8989717919,1,"snp:time","-0.02 (-0.025 - -0.014)",1.3e-12
952,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26990.8997488859,1,"snp:time","-0.011 (-0.017 - -0.0059)",3.6e-05
952,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26825.5059566267,1,"snp:time","-0.009 (-0.014 - -0.0037)",0.00091
952,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26651.166279983,1,"snp:age","-0.0039 (-0.0049 - -0.0029)",2.9e-14
952,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26947.8904503588,1,"snp:age","-0.004 (-0.005 - -0.003)",1.7e-15
952,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26957.4894734312,1,"snp:age","-0.0037 (-0.0048 - -0.0027)",3.1e-12
952,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26957.4894734312,1,"snp:time","-0.0043 (-0.01 - 0.0013)",0.13
952,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27279.7046045557,0,"snp:time","-0.011 (-0.016 - -0.0053)",0.00011
953,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25706.5592100994,1,"snp:time","-0.022 (-0.027 - -0.017)",3.6e-16
953,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25757.3229201601,1,"snp:time","-0.018 (-0.023 - -0.012)",4.8e-11
953,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25360.6736322122,1,"snp:age","-0.0097 (-0.011 - -0.0087)",3.8e-80
953,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25348.4569472534,1,"snp:age","-0.0096 (-0.01 - -0.0087)",1e-94
953,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25357.8756271857,1,"snp:age","-0.0094 (-0.01 - -0.0084)",3.1e-81
953,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25357.8756271857,1,"snp:time","-0.0044 (-0.01 - 0.0011)",0.11
953,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26091.9973383749,1,"snp:time","-0.022 (-0.028 - -0.017)",8.6e-16
953,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26504.2957132608,1,"snp:time","-0.0061 (-0.011 - -0.00079)",0.024
953,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26322.0434056878,1,"snp:time","-0.0046 (-0.0098 - 0.00074)",0.092
953,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26305.7571515841,1,"snp:age","-0.0033 (-0.0045 - -0.0021)",1.7e-07
953,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26479.5530210623,1,"snp:age","-0.0031 (-0.0041 - -0.002)",9.1e-09
953,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26491.3414890507,1,"snp:age","-0.0031 (-0.0042 - -0.0019)",1.2e-07
953,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26491.3414890507,1,"snp:time","-0.00034 (-0.006 - 0.0054)",0.91
953,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",26817.5331482149,1,"snp:time","-0.0065 (-0.012 - -0.0011)",0.019
954,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25604.6066350573,1,"snp:time","-0.019 (-0.024 - -0.014)",3.5e-12
954,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25605.4156835508,1,"snp:time","-0.017 (-0.022 - -0.012)",3.5e-10
954,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25254.0495096099,1,"snp:age","-0.0091 (-0.01 - -0.0083)",1.6e-94
954,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25237.9180253656,1,"snp:age","-0.0091 (-0.0099 - -0.0083)",1.2e-92
954,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25249.3924698357,1,"snp:age","-0.009 (-0.0099 - -0.0081)",2.5e-82
954,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25249.3924698357,1,"snp:time","-0.0018 (-0.0074 - 0.0037)",0.51
954,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",25978.0704534125,1,"snp:time","-0.019 (-0.025 - -0.014)",3e-12
954,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26593.3988505583,1,"snp:time","-0.01 (-0.015 - -0.0049)",0.00018
954,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26499.4281785098,1,"snp:time","-0.008 (-0.013 - -0.0027)",0.0032
954,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26319.8982397919,1,"snp:age","-0.0039 (-0.005 - -0.0029)",4.7e-13
954,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26556.5642104983,1,"snp:age","-0.0039 (-0.005 - -0.0029)",2e-13
954,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26567.2225268693,1,"snp:age","-0.0037 (-0.0048 - -0.0026)",1.4e-10
954,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26567.2225268693,1,"snp:time","-0.0032 (-0.0089 - 0.0026)",0.28
954,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",26932.1906421097,1,"snp:time","-0.0094 (-0.015 - -0.0039)",0.00073
955,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25801.8286653552,1,"snp:time","-0.019 (-0.024 - -0.014)",1.7e-12
955,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25881.1616158958,1,"snp:time","-0.013 (-0.019 - -0.0082)",5.3e-07
955,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25242.2165599231,1,"snp:age","-0.01 (-0.011 - -0.0096)",1e-134
955,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25243.2293364377,1,"snp:age","-0.01 (-0.011 - -0.0096)",3.8e-135
955,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25255.1489590866,1,"snp:age","-0.01 (-0.011 - -0.0096)",2.6e-124
955,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25255.1489590866,1,"snp:time","0.00034 (-0.0051 - 0.0058)",0.9
955,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26197.9139215713,0,"snp:time","-0.019 (-0.024 - -0.013)",9.3e-12
955,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26542.8337082344,1,"snp:time","-0.0074 (-0.013 - -0.0021)",0.0061
955,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26396.6877965179,1,"snp:time","-0.005 (-0.01 - 3e-04)",0.065
955,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26350.8941214949,1,"snp:age","-0.004 (-0.0052 - -0.0029)",7.6e-12
955,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26486.0671379211,1,"snp:age","-0.004 (-0.0049 - -0.003)",2e-16
955,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26497.952128065,1,"snp:age","-0.004 (-0.005 - -0.003)",8.9e-15
955,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26497.952128065,1,"snp:time","-5.6e-05 (-0.0056 - 0.0055)",0.98
955,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",26913.9375606748,1,"snp:time","-0.0067 (-0.012 - -0.0013)",0.015
956,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26032.7753384828,1,"snp:time","-0.019 (-0.024 - -0.014)",3.1e-12
956,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26070.1766358765,1,"snp:time","-0.015 (-0.02 - -0.0092)",7.4e-08
956,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25780.1046649204,1,"snp:age","-0.0094 (-0.01 - -0.0084)",1.4e-65
956,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25612.206307537,1,"snp:age","-0.0095 (-0.01 - -0.0086)",1.3e-104
956,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25623.9481868633,1,"snp:age","-0.0094 (-0.01 - -0.0085)",3.1e-94
