"iteration","modelnum","model","random_slope","formula","snp","aic_qic","converged","interaction","beta","p"
211,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27298.9402715167,1,"snp:time","-0.0099 (-0.015 - -0.0045)",0.00034
211,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",27212.54051831,1,"snp:time","-0.0082 (-0.014 - -0.0029)",0.0026
211,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",27195.8882309402,1,"snp:age","-0.0033 (-0.0044 - -0.0021)",2.9e-08
211,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27266.4620038938,1,"snp:age","-0.0034 (-0.0044 - -0.0025)",2.9e-12
211,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27276.3249046208,1,"snp:age","-0.0032 (-0.0042 - -0.0022)",7.3e-10
211,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27276.3249046208,1,"snp:time","-0.0041 (-0.0098 - 0.0016)",0.16
211,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27579.5237562088,1,"snp:time","-0.0092 (-0.015 - -0.0037)",0.0011
212,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26023.5283327718,1,"snp:time","-0.022 (-0.027 - -0.016)",2e-15
212,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26063.1473825194,1,"snp:time","-0.016 (-0.021 - -0.01)",8.3e-09
212,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25447.9204483869,1,"snp:age","-0.0099 (-0.011 - -0.0091)",6.2e-123
212,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25427.8420219077,1,"snp:age","-0.0099 (-0.011 - -0.0092)",2.2e-145
212,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25437.7414463125,1,"snp:age","-0.0098 (-0.01 - -0.009)",7.1e-133
212,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25437.7414463125,1,"snp:time","-0.004 (-0.0095 - 0.0015)",0.16
212,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26366.124103316,1,"snp:time","-0.022 (-0.028 - -0.017)",1.8e-15
212,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26859.451115892,1,"snp:time","-0.0089 (-0.014 - -0.0035)",0.0013
212,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26649.0950342425,1,"snp:time","-0.0067 (-0.012 - -0.0014)",0.013
212,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26417.7129185338,1,"snp:age","-0.0031 (-0.004 - -0.0022)",7e-11
212,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26827.3904592686,1,"snp:age","-0.0031 (-0.0039 - -0.0022)",1.2e-11
212,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26837.703651045,1,"snp:age","-0.0029 (-0.0038 - -0.002)",1.1e-09
212,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26837.703651045,1,"snp:time","-0.0036 (-0.0092 - 0.0021)",0.21
212,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27178.4891060847,1,"snp:time","-0.0094 (-0.015 - -0.0039)",0.00086
213,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25665.0065864889,0,"snp:time","-0.019 (-0.024 - -0.014)",9.7e-13
213,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25689.600514503,1,"snp:time","-0.015 (-0.02 - -0.01)",1.4e-08
213,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25294.7385327162,1,"snp:age","-0.0096 (-0.01 - -0.0087)",6.8e-86
213,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25292.2548091477,0,"snp:age","-0.0095 (-0.01 - -0.0086)",1.2e-94
213,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25303.7165696015,1,"snp:age","-0.0094 (-0.01 - -0.0085)",6.4e-84
213,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25303.7165696015,1,"snp:time","-0.0019 (-0.0074 - 0.0036)",0.5
213,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",25981.6595302995,0,"snp:time","-0.018 (-0.023 - -0.012)",4e-11
213,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26791.0530840464,0,"snp:time","-0.0077 (-0.013 - -0.0025)",0.0039
213,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26665.991413403,1,"snp:time","-0.0067 (-0.012 - -0.0015)",0.013
213,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26653.2218118675,1,"snp:age","-0.0029 (-0.0042 - -0.0017)",2.9e-06
213,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26765.0190329426,0,"snp:age","-0.0034 (-0.0045 - -0.0023)",9.2e-10
213,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26776.5035719605,0,"snp:age","-0.0033 (-0.0045 - -0.0021)",5.5e-08
213,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26776.5035719605,0,"snp:time","-0.0018 (-0.0074 - 0.0039)",0.54
213,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27085.9143899294,0,"snp:time","-0.0076 (-0.013 - -0.0024)",0.0046
214,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25868.0544835861,1,"snp:time","-0.017 (-0.022 - -0.012)",1.2e-10
214,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25897.874877565,1,"snp:time","-0.014 (-0.019 - -0.0084)",3.3e-07
214,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25600.81866024,1,"snp:age","-0.0098 (-0.011 - -0.0088)",1.2e-65
214,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25443.5927678446,0,"snp:age","-0.0097 (-0.011 - -0.0089)",3.5e-104
214,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25455.4457172434,0,"snp:age","-0.0098 (-0.011 - -0.0089)",3.9e-95
214,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25455.4457172434,0,"snp:time","0.00075 (-0.0047 - 0.0062)",0.79
214,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26240.1610651505,1,"snp:time","-0.018 (-0.023 - -0.013)",2.4e-11
214,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26870.2871745492,1,"snp:time","-0.0023 (-0.0075 - 0.003)",0.4
214,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26781.1348494656,1,"snp:time","-0.00032 (-0.0056 - 0.005)",0.91
214,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26591.6360222,1,"snp:age","-0.0031 (-0.004 - -0.0021)",5.6e-10
214,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26842.5494684282,0,"snp:age","-0.0029 (-0.004 - -0.0019)",1.7e-08
214,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26852.8546714671,0,"snp:age","-0.0032 (-0.0043 - -0.0021)",1.1e-08
214,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26852.8546714671,0,"snp:time","0.0036 (-0.002 - 0.0092)",0.21
214,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27202.3181583712,1,"snp:time","-0.0026 (-0.0079 - 0.0027)",0.33
215,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25845.9504436035,1,"snp:time","-0.019 (-0.024 - -0.013)",7.8e-12
215,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25865.8441497953,1,"snp:time","-0.014 (-0.019 - -0.0087)",2e-07
215,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25395.3184610143,1,"snp:age","-0.0096 (-0.01 - -0.0087)",3.9e-98
215,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25394.8727964084,1,"snp:age","-0.0095 (-0.01 - -0.0087)",5.4e-111
215,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25406.5270467485,1,"snp:age","-0.0095 (-0.01 - -0.0086)",4.6e-101
215,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25406.5270467485,1,"snp:time","-0.0014 (-0.0069 - 0.0041)",0.62
215,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26212.6069159003,0,"snp:time","-0.019 (-0.024 - -0.013)",1.7e-11
215,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27048.2391231609,1,"snp:time","-0.0094 (-0.015 - -0.0041)",0.00056
215,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26822.2322160139,1,"snp:time","-0.0078 (-0.013 - -0.0025)",0.0037
215,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26805.0961180046,1,"snp:age","-0.0029 (-0.0041 - -0.0017)",1.5e-06
215,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27034.0156155543,1,"snp:age","-0.0029 (-0.0039 - -0.0018)",5.9e-08
215,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27043.1129300233,1,"snp:age","-0.0025 (-0.0036 - -0.0014)",6.8e-06
215,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27043.1129300233,1,"snp:time","-0.0048 (-0.011 - 0.00089)",0.098
215,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27336.6576456704,1,"snp:time","-0.0092 (-0.015 - -0.0037)",0.0011
216,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25942.7840191545,0,"snp:time","-0.021 (-0.027 - -0.016)",1.3e-15
216,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25965.5133206236,1,"snp:time","-0.016 (-0.021 - -0.01)",6.9e-09
216,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25550.6085051274,1,"snp:age","-0.01 (-0.011 - -0.0091)",1.3e-91
216,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25371.1641842103,0,"snp:age","-0.01 (-0.011 - -0.0093)",2.5e-140
216,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25382.1237120205,0,"snp:age","-0.0099 (-0.011 - -0.0091)",2.7e-127
216,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25382.1237120205,0,"snp:time","-0.0027 (-0.0082 - 0.0027)",0.32
216,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26329.5292786481,1,"snp:time","-0.021 (-0.027 - -0.016)",3.7e-15
216,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26742.9063970467,0,"snp:time","-0.0089 (-0.014 - -0.0036)",0.00095
216,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26639.6107497356,1,"snp:time","-0.0064 (-0.012 - -0.0011)",0.018
216,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26388.0718108417,1,"snp:age","-0.0038 (-0.0047 - -0.0029)",1.1e-15
216,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26680.9019242193,0,"snp:age","-0.004 (-0.0049 - -0.0031)",2.3e-18
216,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26692.5213910045,0,"snp:age","-0.0039 (-0.0049 - -0.003)",4.9e-16
216,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26692.5213910045,0,"snp:time","-0.0015 (-0.007 - 0.0041)",0.6
216,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27085.6063634112,1,"snp:time","-0.0097 (-0.015 - -0.0043)",0.00039
217,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25995.5789375934,1,"snp:time","-0.02 (-0.025 - -0.014)",3.7e-13
217,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26030.9860217766,1,"snp:time","-0.014 (-0.02 - -0.0091)",9e-08
217,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25641.9809089057,1,"snp:age","-0.01 (-0.011 - -0.0092)",2.8e-84
217,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25461.8064345767,1,"snp:age","-0.01 (-0.011 - -0.0093)",4.1e-130
217,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25473.605421164,1,"snp:age","-0.01 (-0.011 - -0.0093)",6.8e-119
217,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25473.605421164,1,"snp:time","-0.00098 (-0.0065 - 0.0045)",0.73
217,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26348.5571661107,1,"snp:time","-0.02 (-0.025 - -0.014)",6.5e-13
217,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26976.6722530826,1,"snp:time","-0.0052 (-0.01 - 0.00014)",0.056
217,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26642.7762468537,1,"snp:time","-0.0042 (-0.0095 - 0.001)",0.12
217,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26602.8317733503,1,"snp:age","-0.0033 (-0.0042 - -0.0023)",1.3e-11
217,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26944.1702588851,1,"snp:age","-0.0031 (-0.0041 - -0.0021)",3.1e-10
217,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26955.9849617274,1,"snp:age","-0.0031 (-0.0042 - -0.0021)",2e-09
217,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26955.9849617274,1,"snp:time","0.00064 (-0.005 - 0.0063)",0.82
217,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27263.0040867492,1,"snp:time","-0.0057 (-0.011 - -0.00028)",0.039
218,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26082.7264348237,1,"snp:time","-0.014 (-0.019 - -0.0086)",3.2e-07
218,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26041.6942881672,1,"snp:time","-0.011 (-0.016 - -0.0058)",3.8e-05
218,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25704.1879632373,1,"snp:age","-0.0098 (-0.011 - -0.0089)",2.1e-77
218,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25570.5633701816,1,"snp:age","-0.01 (-0.011 - -0.0092)",9.1e-121
218,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25579.3743272901,1,"snp:age","-0.01 (-0.011 - -0.0094)",4.2e-115
218,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25579.3743272901,1,"snp:time","0.005 (-0.00058 - 0.011)",0.079
218,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26428.2570173451,1,"snp:time","-0.014 (-0.019 - -0.0085)",6.1e-07
218,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27036.3481643555,1,"snp:time","-0.0048 (-0.01 - 6e-04)",0.082
218,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26714.7727368925,1,"snp:time","-0.0039 (-0.0092 - 0.0014)",0.15
218,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26684.3947396924,1,"snp:age","-0.0032 (-0.0042 - -0.0022)",4.9e-10
218,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27009.3054763541,1,"snp:age","-0.0029 (-0.0039 - -0.0019)",7.3e-09
218,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27021.0591675594,1,"snp:age","-0.003 (-0.0041 - -0.0019)",3.4e-08
218,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27021.0591675594,1,"snp:time","0.00084 (-0.0049 - 0.0066)",0.77
218,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27336.6351556086,1,"snp:time","-0.0049 (-0.01 - 0.00057)",0.079
219,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26119.9325022695,1,"snp:time","-0.021 (-0.027 - -0.016)",2.5e-15
219,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",26158.5300194309,1,"snp:time","-0.017 (-0.022 - -0.011)",6.5e-10
219,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25589.775174265,1,"snp:age","-0.011 (-0.012 - -0.01)",1.2e-121
219,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25586.3690229236,0,"snp:age","-0.011 (-0.012 - -0.01)",7e-132
219,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25597.9379331594,0,"snp:age","-0.011 (-0.012 - -0.0098)",1e-118
219,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25597.9379331594,0,"snp:time","-0.0017 (-0.0071 - 0.0038)",0.55
219,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26462.0089127843,1,"snp:time","-0.021 (-0.026 - -0.016)",1.1e-14
219,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27426.7560045001,0,"snp:time","-0.0052 (-0.011 - 7.7e-05)",0.053
219,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",27232.1125564005,1,"snp:time","-0.0029 (-0.0083 - 0.0024)",0.28
219,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",27188.5215795349,1,"snp:age","-0.0041 (-0.0053 - -0.0029)",1.6e-11
219,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27367.4204292418,1,"snp:age","-0.0045 (-0.0056 - -0.0034)",3.6e-16
219,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27377.8417139967,1,"snp:age","-0.0048 (-0.0059 - -0.0036)",1.3e-15
219,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27377.8417139967,1,"snp:time","0.0035 (-0.0022 - 0.0092)",0.23
219,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27710.9308230004,1,"snp:time","-0.0047 (-0.01 - 0.00066)",0.086
220,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25834.9321242431,0,"snp:time","-0.017 (-0.022 - -0.012)",9.7e-11
220,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25882.0697255025,1,"snp:time","-0.012 (-0.017 - -0.0066)",9.8e-06
220,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25476.5910167427,1,"snp:age","-0.01 (-0.011 - -0.009)",6.2e-82
220,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25264.7372362752,0,"snp:age","-0.01 (-0.011 - -0.0092)",2.4e-136
220,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25276.3593389595,0,"snp:age","-0.01 (-0.011 - -0.0093)",4.2e-127
220,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25276.3593389595,0,"snp:time","0.0016 (-0.0039 - 0.007)",0.57
220,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26212.8802992801,1,"snp:time","-0.018 (-0.023 - -0.013)",4e-11
220,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",26998.9870106099,1,"snp:time","-0.0096 (-0.015 - -0.0044)",0.00032
220,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26701.0128645911,1,"snp:time","-0.0075 (-0.013 - -0.0022)",0.0053
220,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26594.063736561,1,"snp:age","-0.0038 (-0.0047 - -0.0029)",5e-16
220,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",26958.7644358101,0,"snp:age","-0.0037 (-0.0047 - -0.0028)",5.7e-14
220,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26969.5177989996,0,"snp:age","-0.0035 (-0.0046 - -0.0025)",2.3e-11
220,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",26969.5177989996,0,"snp:time","-0.003 (-0.0086 - 0.0026)",0.29
220,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27339.5300636025,1,"snp:time","-0.011 (-0.016 - -0.0054)",8e-05
221,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",26010.6029426284,0,"snp:time","-0.017 (-0.023 - -0.012)",6.6e-11
221,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25990.5329838834,1,"snp:time","-0.015 (-0.021 - -0.01)",1.2e-08
221,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25755.3256704164,1,"snp:age","-0.0093 (-0.01 - -0.0083)",1.2e-65
221,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25604.3555446314,1,"snp:age","-0.0093 (-0.01 - -0.0085)",2.4e-100
221,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25616.3107044178,1,"snp:age","-0.0093 (-0.01 - -0.0085)",4e-91
221,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25616.3107044178,1,"snp:time","-5.6e-05 (-0.0055 - 0.0054)",0.98
221,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26399.7261554404,1,"snp:time","-0.017 (-0.023 - -0.012)",1.9e-10
221,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27077.8245629605,1,"snp:time","-0.0043 (-0.0096 - 0.00093)",0.11
221,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26975.3682421989,1,"snp:time","-0.0027 (-0.008 - 0.0026)",0.32
221,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_lb",26955.7459775178,1,"snp:age","-0.0029 (-0.0042 - -0.0017)",2.5e-06
221,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_lb",27056.9622888552,1,"snp:age","-0.0027 (-0.0038 - -0.0017)",2.3e-07
221,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27068.7255983063,1,"snp:age","-0.0028 (-0.0039 - -0.0017)",8.7e-07
221,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_lb",27068.7255983063,1,"snp:time","0.00089 (-0.0048 - 0.0065)",0.76
221,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_lb",27420.0277081107,1,"snp:time","-0.0046 (-0.0099 - 0.00083)",0.098
222,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_rd",25775.2917069306,0,"snp:time","-0.015 (-0.02 - -0.0094)",4.7e-08
222,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_rd",25797.5063570257,1,"snp:time","-0.011 (-0.016 - -0.0056)",5.6e-05
222,3,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+age*snp","snp_rd",25498.8761250501,1,"snp:age","-0.0099 (-0.011 - -0.0088)",3.2e-64
222,4,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp","snp_rd",25357.6708487858,1,"snp:age","-0.0099 (-0.011 - -0.009)",1.5e-100
222,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25367.388048093,1,"snp:age","-0.01 (-0.011 - -0.0092)",4e-94
222,5,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+age*snp+time*snp","snp_rd",25367.388048093,1,"snp:time","0.0042 (-0.0013 - 0.0097)",0.14
222,6,"LMM random intercept + slope","time","fev1~snp+time+time*snp+age_baseline+age_c2_baseline","snp_rd",26111.5392000089,1,"snp:time","-0.015 (-0.02 - -0.0096)",4.9e-08
222,1,"LMM random intercept + slope","time","fev1~snp+age+age_c2+time+time*snp","snp_lb",27146.4826389874,1,"snp:time","-0.0051 (-0.01 - 0.00012)",0.056
222,2,"LMM random intercept + slope","age","fev1~snp+age+age_c2+time+time*snp","snp_lb",26976.8773312598,1,"snp:time","-0.0035 (-0.0088 - 0.0018)",0.2
